X,Y,LAT,LONG,FC,DSG,SORT_NAME_,FULL_NAME_,FULL_NAM_1,SORT_NAM_1,FULL_NAM_2,FULL_NAM_3,NOTE,ADM1_1,ADM2,ADM3,NO_ADM4,ID_ADM4,NOM_ADM4,ADM4,bbox
-72.5,19.633333,19.633333,-72.5,P,PPL,FOCODIERE,Focodière,Focodiere,FOCODIERE,Focodière,Focodiere,,Nord,Plaisance,PLAISANCE,1,371-01,1ère Gobert,COLLINE GOBERT,"(4:-72.52502053666831,19.60926802499949,-72.48508602609905,...)"
-72.5675,18.543056,18.543056,-72.5675,P,PPL,FLON,Flon,Flon,FLON,Flon,Flon,,Ouest,Léogâne,LEOGANE,2,121-02,2ème Petite Rivière,PETITE RIVIERE,"(4:-72.65263226116974,18.50502028006201,-72.54605119800425,...)"
-72.019444,19.675556,19.675556,-72.019444,P,PPL,FLEURY,Fleury,Fleury,FLEURY,Fleury,Fleury,,Nord-Est,Trou du Nord,CARACOL,1,434-01,1ère Champin,CHAMPIN,"(4:-72.06648055563301,19.63922100064883,-72.00574907166219,...)"
-72.0,19.666667,19.666667,-72,P,PPL,FLEURY,Fleury,Fleury,FLEURY,Fleury,Fleury,,Nord-Est,Trou du Nord,CARACOL,2,434-02,2ème Claudine,CLAUDINE / JACQUESIL,"(4:-72.0127170026874,19.63610222373882,-71.92047332908072,...)"
-72.25,19.466667,19.466667,-72.25,P,PPL,FLEURY,Fleury,Fleury,FLEURY,Fleury,Fleury,,Nord,Saint Raphaël,ST. RAPHAEL,1,341-01,1ère Bois Neuf,BOIS NEUF,"(4:-72.25705812882944,19.41361804433745,-72.20062603286499,...)"
-72.4,18.466667,18.466667,-72.4,P,PPL,LAHENS,Lahens,Lahens,LAHENS,Lahens,Lahens,,Ouest,Port-au-Prince,CARREFOUR,20,113-11,20ème Laval,LAVALLE,"(4:-72.42703706330968,18.43312129371287,-72.38868659161278,...)"
-72.733333,19.75,19.75,-72.733333,P,PPL,CAIMITE,Caïmite,Caimite,CAIMITE,Caïmite,Caimite,,Artibonite,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-71.883333,18.916667,18.916667,-71.883333,P,PPL,CAIMITES,Caimites,Caimites,CAIMITES,Caimites,Caimites,,Centre,Lascahobas,BELLADERE,2,632-02,2ème Roye sec,ROY-SEC,"(4:-71.91548562426198,18.84116352437729,-71.77430378389238,...)"
-71.883333,18.916667,18.916667,-71.883333,P,PPL,CAIMITE,Caïmite,Caimite,CAIMITE,Caïmite,Caimite,,Centre,Lascahobas,BELLADERE,2,632-02,2ème Roye sec,ROY-SEC,"(4:-71.91548562426198,18.84116352437729,-71.77430378389238,...)"
-73.183333,18.3,18.3,-73.183333,P,PPL,CAIMITE,Caimite,Caimite,CAIMITE,Caimite,Caimite,,Sud,Aquin,AQUIN,6,731-06,6ème La Colline,LA COLLINE,"(4:-73.28442036970415,18.2731304520089,-73.16300947160966,...)"
-72.217222,19.705278,19.705278,-72.217222,P,PPL,CAIMAN,Caïman,Caiman,CAIMAN,Caïman,Caiman,,Nord,Acul du Nord,MILOT,3,323-03,3ème Génipailler,GENIE PAILLER,"(4:-72.24261314707894,19.65997614298476,-72.18599690233503,...)"
-72.083333,19.3,19.3,-72.083333,P,PPL,CAIMAN,Caiman,Caiman,CAIMAN,Caiman,Caiman,,Nord,Saint Raphaël,PIGNON,2,344-02,2ème La Belle Mère,LA BELLE MERE,"(4:-72.18034232323947,19.25488387209316,-72.04687656530109,...)"
-72.966667,18.383333,18.383333,-72.966667,P,PPL,CAIMAN,Caiman,Caiman,CAIMAN,Caiman,Caiman,,Ouest,Léogâne,PETIT-GOAVE,1,122-01,1ère Bino,BINO (PREMIERE PLAIN,"(4:-72.98518241623538,18.37096587087842,-72.88859116175257,...)"
-72.033333,19.516667,19.516667,-72.033333,P,PPL,DORE,Doré,Dore,DORE,Doré,Dore,,Nord-Est,Trou du Nord,SAINTE SUZANE,5,432-05,5ème Moka-Neuf,MOKA NEUF,"(4:-72.0949836406823,19.4775954936373,-72.00970698079237,19.53862082659003)"
-72.033333,19.516667,19.516667,-72.033333,P,PPL,DORE,Doré,Dore,DORE,Doré,Dore,,Nord-Est,Trou du Nord,SAINTE SUZANE,5,432-05,5ème Moka-Neuf,MOKA NEUF,"(4:-72.0949836406823,19.4775954936373,-72.00970698079237,19.53862082659003)"
-73.9,18.316667,18.316667,-73.9,P,PPL,DOPSAN,Dopsan,Dopsan,DOPSAN,Dopsan,Dopsan,,Sud,Cayes,CAMP PERRIN,3,714-03,3ème Tibi Davezac,TIBI DAVEZA,"(4:-73.92987840536398,18.30274598404009,-73.86710089089325,...)"
-72.633333,19.8,19.8,-72.633333,P,PPL,DARIBOT,Daribot,Daribot,DARIBOT,Daribot,Daribot,,Nord,Borgne,BORGNE,5,351-05,5ème Champagne,CHAMPAGNE,"(4:-72.63959888318175,19.76351584917728,-72.60619922971051,...)"
-72.233333,18.583333,18.583333,-72.233333,P,PPL,DARGOUT,Dargout,Dargout,DARGOUT,Dargout,Dargout,,Ouest,Croix des Bouquets,CROIX-DES-BOUQUES,2,131-02,2ème Varreux,VARREUX,"(4:-72.28542544143085,18.57225824662095,-72.200349955386,18.66129709438559)"
-72.233333,18.583333,18.583333,-72.233333,P,PPL,DARGOND,Dargond,Dargond,DARGOND,Dargond,Dargond,,Ouest,Croix des Bouquets,CROIX-DES-BOUQUES,2,131-02,2ème Varreux,VARREUX,"(4:-72.28542544143085,18.57225824662095,-72.200349955386,18.66129709438559)"
-72.066667,19.533333,19.533333,-72.066667,P,PPL,BELLETETE,Belle-Tête,Belle-Tete,BELLETETE,Belle-Tête,Belle-Tete,,Nord-Est,Trou du Nord,SAINTE SUZANE,3,432-03,3ème Côtelette,COTELETTE,"(4:-72.10362248508949,19.513344615162,-72.03263441214824,19.5660674546495)"
-71.833333,18.766667,18.766667,-71.833333,P,PPL,BELLETERRE,Belle Terre,Belle Terre,BELLETERRE,Belle Terre,Belle Terre,,Centre,Lascahobas,SAVANETTE,2,633-02,2ème La Haye,LA HAYE,"(4:-71.87323883080722,18.68530138025466,-71.7287664160371,...)"
-71.933333,19.5,19.5,-71.933333,P,PPL,BELLERY,Bellery,Bellery,BELLERY,Bellery,Bellery,,Nord-Est,Fort-Liberté,PERCHES,1,413-01,1ère Haut des Perches,HAUT DES PERCHES,"(4:-71.9674936897818,19.47954432091382,-71.89408471383831,...)"
-72.183333,18.433333,18.433333,-72.183333,P,PPL,FERRIERE,Ferrière,Ferriere,FERRIERE,Ferrière,Ferriere,,Ouest,Port-au-Prince,PETION-VILLE,6,114-04,6ème Aux Cadets,AUX CADETS,"(4:-72.23612176230932,18.41757075828406,-72.1589175816809,18.4990108491715)"
-72.283333,19.733333,19.733333,-72.283333,P,PPL,FERRIE,Ferrié,Ferrie,FERRIE,Ferrié,Ferrie,,Nord,Acul du Nord,PLAINE DU NORD,1,322-01,1ère Morne rouge,MORNE ROUGE,"(4:-72.32001548972289,19.69557176282677,-72.24506830525792,...)"
-72.45,19.75,19.75,-72.45,P,PPL,FERRAND,Ferrand,Ferrand,FERRAND,Ferrand,Ferrand,,Nord,Borgne,PORT MARGOT,3,352-03,3ème Corail,CORAIL PORT MARGOT,"(4:-72.5153018187238,19.72402410093167,-72.42300162272653,...)"
-73.416667,19.65,19.65,-73.416667,P,PPL,ANSEAJOSEPH,Anse à Joseph,Anse a Joseph,ANSEAJOSEPH,Anse à Joseph,Anse a Joseph,,,,,,,,,
-72.633333,19.483333,19.483333,-72.633333,P,PPL,CADET,Cadet,Cadet,CADET,Cadet,Cadet,,Artibonite,Gonaïves,GONAIVES,1,511-01,1ère Pont Tamarin,PONT TAMARIN,"(4:-72.70329543283782,19.39203148326652,-72.58889987622814,...)"
-73.933333,18.25,18.25,-73.933333,P,PPL,CADET,Cadet,Cadet,CADET,Cadet,Cadet,,Sud,Cayes,CHANTAL,1,713-01,1ère Fond Palmiste,FONDS PALMISTE,"(4:-73.95261992526918,18.20015565885672,-73.87498690472171,...)"
-72.4,18.45,18.45,-72.4,P,PPL,GUILLOTE,Guillote,Guillote,GUILLOTE,Guillote,Guillote,,Ouest,Port-au-Prince,CARREFOUR,17,113-08,17ème Procy,PROCY,"(4:-72.40704928819395,18.43513613572424,-72.34948972297218,...)"
-72.483333,19.716667,19.716667,-72.483333,P,PPL,GUILLETTE,Guillette,Guillette,GUILLETTE,Guillette,Guillette,,Nord,Borgne,PORT MARGOT,1,352-01,1ère Grande Plaine,GRANDE PLAINE,"(4:-72.51612312098507,19.69607462864138,-72.47449797670009,...)"
-72.5,18.766667,18.766667,-72.5,P,PPL,GUILLEME,Guillème,Guilleme,GUILLEME,Guillème,Guilleme,,Ouest,Arcahaie,ARCAHAIE,2,141-01,2ème des Vases,DES VASES,"(4:-72.58108605457761,18.76373142496544,-72.49221018735011,...)"
-72.269722,18.229444,18.229444,-72.269722,P,PPL,GUILLAUMONDE,Guillaumonde,Guillaumonde,GUILLAUMONDE,Guillaumonde,Guillaumonde,,Sud-Est,Jacmel,MARIGOT,5,212-05,5ème Savane Dubois,SAVANE DUBOIS,"(4:-72.33969808260031,18.22195231774543,-72.22097987342227,...)"
-72.269722,18.229444,18.229444,-72.269722,P,PPL,GUILLAUMOND,Guillaumond,Guillaumond,GUILLAUMOND,Guillaumond,Guillaumond,,Sud-Est,Jacmel,MARIGOT,5,212-05,5ème Savane Dubois,SAVANE DUBOIS,"(4:-72.33969808260031,18.22195231774543,-72.22097987342227,...)"
-72.883333,19.85,19.85,-72.883333,P,PPL,GUILLAUME,Guillaume,Guillaume,GUILLAUME,Guillaume,Guillaume,,Nord-Ouest,Port-de-Paix,PORT DE PAIX,6,911-05,6ème La Corne,LA CORNE,"(4:-72.92154543407435,19.84329027782422,-72.82185013267735,...)"
-72.15,19.7,19.7,-72.15,P,PPL,GUILLAUME,Guillaume,Guillaume,GUILLAUME,Guillaume,Guillaume,,Nord,Cap Haïtien,QUARTIER MORIN,1,312-01,1ère Basse Plaine,BASSE PLAINE,"(4:-72.20723595007888,19.68883350426296,-72.13105061589306,...)"
-72.55,19.583333,19.583333,-72.55,P,PPL,GUILLAUME,Guillaume,Guillaume,GUILLAUME,Guillaume,Guillaume,,Artibonite,Gonaïves,GONAIVES,5,511-04,5ème Labranle,LA BRANLE,"(4:-72.63209454612627,19.54337375619406,-72.53586027573101,...)"
-74.066667,18.283333,18.283333,-74.066667,P,PPL,GUILLAUME,Guillaume,Guillaume,GUILLAUME,Guillaume,Guillaume,,Sud,Coteaux,PORT-A-PIMENT,1,742-01,1ère Paricot,PARICOT,"(4:-74.1062091120607,18.23285608134324,-74.01793654693392,...)"
-72.266667,19.466667,19.466667,-72.266667,P,PPL,BOISPIN,Bois Pin,Bois Pin,BOISPIN,Bois Pin,Bois Pin,,Artibonite,Marmelade,SAINT-MICHEL,4,551-04,4ème Lalomas,LALOMAS,"(4:-72.31599208476672,19.38351495115421,-72.22290406556999,...)"
-71.816667,18.75,18.75,-71.816667,P,PPL,BOISPIN,Bois-Pin,Bois-Pin,BOISPIN,Bois-Pin,Bois-Pin,,Centre,Lascahobas,SAVANETTE,2,633-02,2ème La Haye,LA HAYE,"(4:-71.87323883080722,18.68530138025466,-71.7287664160371,...)"
-72.2,18.5,18.5,-72.2,P,PPL,BOISPINS,Bois Pins,Bois Pins,BOISPINS,Bois Pins,Bois Pins,,Ouest,Port-au-Prince,PETION-VILLE,1,114-01,1ère Montagne Noire,MONTAGNE NOIRE,"(4:-72.33869862464167,18.44478550604646,-72.19732129234359,...)"
-72.2,18.5,18.5,-72.2,P,PPL,BOISPIN,Bois Pin,Bois Pin,BOISPIN,Bois Pin,Bois Pin,,Ouest,Port-au-Prince,PETION-VILLE,1,114-01,1ère Montagne Noire,MONTAGNE NOIRE,"(4:-72.33869862464167,18.44478550604646,-72.19732129234359,...)"
-71.966667,18.433333,18.433333,-71.966667,P,PPL,BOISPIN,Bois Pin,Bois Pin,BOISPIN,Bois Pin,Bois Pin,,Ouest,Croix des Bouquets,GANTHIER,5,133-04,5ème Pays Pourri,PAYS POURRI,"(4:-72.07745872913688,18.39202016010245,-71.95810925523779,...)"
-72.116667,18.266667,18.266667,-72.116667,P,PPL,BOISPIN,Bois Pin,Bois Pin,BOISPIN,Bois Pin,Bois Pin,,Sud-Est,Belle Anse,BELLE ANSE,4,231-04,4ème Corail Lamothe,CORAIL LAMOTHE,"(4:-72.13296853167225,18.23402117643633,-72.06601026865883,...)"
-72.3,19.083333,19.083333,-72.3,P,PPL,BOISPEROU,Bois Pérou,Bois Perou,BOISPEROU,Bois Pérou,Bois Perou,,Artibonite,Dessalines,PETITE RIVIERE DE L'ARTI,5,542-05,5ème Pérodin,PERODIN,"(4:-72.44259781233899,19.06188979627723,-72.21958082509485,...)"
-71.9,19.416667,19.416667,-71.9,P,PPL,ETRENNE,Étrenne,Etrenne,ETRENNE,Étrenne,Etrenne,,Nord-Est,Valières,VALLIERE,1,441-01,1ère Trois Palmistes,TROIS PALMISTES,"(4:-71.97137931320458,19.3564883721408,-71.86681545816668,...)"
-72.8,18.3,18.3,-72.8,P,PPL,ETIENNE,Étienne,Etienne,ETIENNE,Étienne,Etienne,,Ouest,Léogâne,GRAND-GOAVE,3,123-03,3ème Moussambe,MOUSSAMBE,"(4:-72.80387694416549,18.26664225263801,-72.76103766565558,...)"
-71.833333,18.7,18.7,-71.833333,P,PPL,ETANGGROSDOS,Étang Gros Dos,Etang Gros Dos,ETANGGROSDOS,Étang Gros Dos,Etang Gros Dos,,Ouest,Croix des Bouquets,CORNILLON / GRD BOIS,1,134-03,1ère Boucan Bois Pin,BOUCAN BOIS PIN,"(4:-71.90000446703237,18.64229527930388,-71.80161935734731,...)"
-73.816667,18.333333,18.333333,-73.816667,P,PPL,ETANGDOLE,Étang Dole,Etang Dole,ETANGDOLE,Étang Dole,Etang Dole,,Sud,Cayes,LES CAYES,3,711-03,3ème Laborde,LABORDE,"(4:-73.83279365240497,18.26619908921674,-73.77083514962231,...)"
-72.233333,18.366667,18.366667,-72.233333,P,PPL,DIEMBO,Diembo,Diembo,DIEMBO,Diembo,Diembo,,Ouest,Port-au-Prince,KENSCOFF,4,115-04,4ème Belle Fontaine,BELLE FONTAINE,"(4:-72.28825990487059,18.34844992432471,-72.19943571268783,...)"
-72.4,18.416667,18.416667,-72.4,P,PPL,DIEGUE,Diègue,Diegue,DIEGUE,Diègue,Diegue,,Ouest,Port-au-Prince,CARREFOUR,21,113-12,21ème Berly,BERLY,"(4:-72.40746532716298,18.37797522107974,-72.34620187711477,...)"
-72.3,19.666667,19.666667,-72.3,P,PPL,DIEBEN,Diében,Dieben,DIEBEN,Diében,Dieben,,Nord,Acul du Nord,ACUL DU NORD,2,321-02,2ème Bas de l'Acul,BAS DE L'ACUL,"(4:-72.35292847776691,19.64185005983256,-72.27857679378383,...)"
-72.416667,19.0,19,-72.416667,P,PPL,DIBITTE,Dibitte,Dibitte,DIBITTE,Dibitte,Dibitte,,Artibonite,Saint-Marc,VERRETTES,4,532-04,4ème Désarmes,DESARMES,"(4:-72.50026293998252,18.91473199418635,-72.37783831528589,...)"
-73.283333,19.65,19.65,-73.283333,P,PPL,DIAULIS,Diaulis,Diaulis,DIAULIS,Diaulis,Diaulis,,Nord-Ouest,Môle Saint Nicolas,BAIE DE HENNE,1,932-01,1ère Citerne Rémy,CITERNE REMY,"(4:-73.29560223605421,19.62888715541806,-73.2137629172247,...)"
-71.783333,19.5,19.5,-71.783333,P,PPL,DIASA,Diasa,Diasa,DIASA,Diasa,Diasa,,Nord-Est,Ouanaminte,OUANAMINTHE,6,421-05,7ème Savanne Au Lait,SAVANE AU LAIT,"(4:-71.80527312295612,19.4500098870468,-71.75233299197384,...)"
-71.883333,18.683333,18.683333,-71.883333,P,PPL,COURETTE,Courette,Courette,COURETTE,Courette,Courette,,Ouest,Croix des Bouquets,CORNILLON / GRD BOIS,1,134-03,1ère Boucan Bois Pin,BOUCAN BOIS PIN,"(4:-71.90000446703237,18.64229527930388,-71.80161935734731,...)"
-72.5,19.316667,19.316667,-72.5,P,PPL,COUREPITT,Coure Pitt,Coure Pitt,COUREPITT,Coure Pitt,Coure Pitt,,Artibonite,Dessalines,DESSALINES / MARCHANDES,3,541-03,3ème Ogé,OGE,"(4:-72.58272336479132,19.17582242326637,-72.4527948257205,...)"
-72.483333,19.116667,19.116667,-72.483333,P,PPL,COUPON,Coupon,Coupon,COUPON,Coupon,Coupon,,Artibonite,Saint-Marc,VERRETTES,2,532-02,2ème Bélanger,BELANGER,"(4:-72.55809106704896,19.04746024869166,-72.44819898699348,...)"
-72.0,19.35,19.35,-72,P,PPL,DUFOSSAC,Dufossac,Dufossac,DUFOSSAC,Dufossac,Dufossac,,Nord,Saint Raphaël,LA VICTOIRE,1,345-01,1ère La Victoire,LA VICTOIRE,"(4:-72.07980400634966,19.32383795196006,-71.97024848138216,...)"
-71.866667,19.483333,19.483333,-71.866667,P,PPL,DUFORT,Dufort,Dufort,DUFORT,Dufort,Dufort,,Nord-Est,Fort-Liberté,FORT LIBERTE,1,411-03,1ère L'Oiseau,LOISEAU,"(4:-71.8956519443816,19.42404068682839,-71.82069974080025,...)"
-72.620278,18.461389,18.461389,-72.620278,P,PPL,DUFORT,Dufort,Dufort,DUFORT,Dufort,Dufort,,Ouest,Léogâne,LEOGANE,1,121-01,1ère Dessources,DESSSOURCES,"(4:-72.70261745103437,18.43257736035707,-72.60499904666852,...)"
-72.620278,18.461389,18.461389,-72.620278,P,PPL,CARREFOURDUFORT,Carrefour Dufort,Carrefour Dufort,CARREFOURDUFORT,Carrefour Dufort,Carrefour Dufort,,Ouest,Léogâne,LEOGANE,1,121-01,1ère Dessources,DESSSOURCES,"(4:-72.70261745103437,18.43257736035707,-72.60499904666852,...)"
-72.45,19.45,19.45,-72.45,P,PPL,DUFAILLY,Dufailly,Dufailly,DUFAILLY,Dufailly,Dufailly,,Artibonite,Gonaïves,ENNERY,1,512-01,1ère Savane Carrée,SAVANNE CARRE,"(4:-72.49334199403762,19.3971505799355,-72.35750898215366,...)"
-72.233333,19.633333,19.633333,-72.233333,P,PPL,DUCROSSE,Ducrosse,Ducrosse,DUCROSSE,Ducrosse,Ducrosse,,Nord,Acul du Nord,MILOT,1,323-01,1ère Perches du Bonnet,PERCHES DU BONNET,"(4:-72.25040290107285,19.60640797135096,-72.18711141056298,...)"
-72.216667,19.666667,19.666667,-72.216667,P,PPL,DUCOURT,Ducourt,Ducourt,DUCOURT,Ducourt,Ducourt,,Nord,Acul du Nord,MILOT,3,323-03,3ème Génipailler,GENIE PAILLER,"(4:-72.24261314707894,19.65997614298476,-72.18599690233503,...)"
-72.233333,19.633333,19.633333,-72.233333,P,PPL,DUCOSTE,Ducoste,Ducoste,DUCOSTE,Ducoste,Ducoste,,Nord,Acul du Nord,MILOT,1,323-01,1ère Perches du Bonnet,PERCHES DU BONNET,"(4:-72.25040290107285,19.60640797135096,-72.18711141056298,...)"
-72.6,19.216667,19.216667,-72.6,P,PPL,BOUDET,Boudet,Boudet,BOUDET,Boudet,Boudet,,Artibonite,Dessalines,DESSALINES / MARCHANDES,2,541-02,2ème Fossé Naboth,DUVALLON,"(4:-72.63566730170447,19.20450030684384,-72.54698423743247,...)"
-72.6,19.216667,19.216667,-72.6,P,PPL,BOUDETTIPLACE,Boudet Ti Place,Boudet Ti Place,BOUDETTIPLACE,Boudet Ti Place,Boudet Ti Place,,Artibonite,Dessalines,DESSALINES / MARCHANDES,2,541-02,2ème Fossé Naboth,DUVALLON,"(4:-72.63566730170447,19.20450030684384,-72.54698423743247,...)"
-72.533333,19.15,19.15,-72.533333,P,PPL,BOUDET,Boudet,Boudet,BOUDET,Boudet,Boudet,,Artibonite,Dessalines,PETITE RIVIERE DE L'ARTI,1,542-01,1ère Bas Coursin,BAS COURSIN,"(4:-72.60016198998369,19.13918688676557,-72.49352986960764,...)"
-72.620833,18.292222,18.292222,-72.620833,P,PPL,BOUCICAUR,Boucicaur,Boucicaur,BOUCICAUR,Boucicaur,Boucicaur,,Sud-Est,Jacmel,JACMEL,9,211-09,9ème Haut Coq Chante,HAUT COQ CHANTE,"(4:-72.64857551564739,18.26731593658138,-72.56047119928627,...)"
-72.620833,18.292222,18.292222,-72.620833,P,PPL,BOUCICAUT,Boucicaut,Boucicaut,BOUCICAUT,Boucicaut,Boucicaut,,Sud-Est,Jacmel,JACMEL,9,211-09,9ème Haut Coq Chante,HAUT COQ CHANTE,"(4:-72.64857551564739,18.26731593658138,-72.56047119928627,...)"
-72.266667,18.933333,18.933333,-72.266667,P,PPL,BOUCHURE,Bouchure,Bouchure,BOUCHURE,Bouchure,Bouchure,,Artibonite,Dessalines,PETITE RIVIERE DE L'ARTI,4,542-04,4ème Savane à Roche,SAVANE A ROCHE,"(4:-72.39201780367853,18.91425031280187,-72.22494552841323,...)"
-72.533333,18.4,18.4,-72.533333,P,PPL,BOUCHI,Bouchi,Bouchi,BOUCHI,Bouchi,Bouchi,,Ouest,Léogâne,LEOGANE,10,121-08,10ème Fonds d'Oie,FOND D'OIE,"(4:-72.59681169610275,18.34695081472847,-72.51014426524551,...)"
-72.3,18.883333,18.883333,-72.3,P,PPL,BOUCHETTE,Bouchette,Bouchette,BOUCHETTE,Bouchette,Bouchette,,Artibonite,Saint-Marc,LA CHAPELLE,1,533-01,1ère Martineau,MARTINEAU,"(4:-72.38152388182152,18.85716306612278,-72.24084031083152,...)"
-72.383333,19.133333,19.133333,-72.383333,P,PPL,BOUCHEREAU,Bouchereau,Bouchereau,BOUCHEREAU,Bouchereau,Bouchereau,,Artibonite,Dessalines,PETITE RIVIERE DE L'ARTI,5,542-05,5ème Pérodin,PERODIN,"(4:-72.44259781233899,19.06188979627723,-72.21958082509485,...)"
-72.653333,18.274167,18.274167,-72.653333,P,PPL,BOUCHEREAU,Bouchereau,Bouchereau,BOUCHEREAU,Bouchereau,Bouchereau,,Sud-Est,Jacmel,LA VALLEE,3,214-01,11 ème La Vallée,LA VALLEE,"(4:-72.78269231170066,18.18946702838082,-72.63033955422691,...)"
-72.283333,19.566667,19.566667,-72.283333,P,PPL,BOUCHER,Boucher,Boucher,BOUCHER,Boucher,Boucher,,Nord,Acul du Nord,ACUL DU NORD,3,321-03,3ème Mornet,MORNET,"(4:-72.31356214897386,19.55794128586183,-72.27024420000964,...)"
-73.816667,18.333333,18.333333,-73.816667,P,PPL,BOUCHER,Boucher,Boucher,BOUCHER,Boucher,Boucher,,Sud,Cayes,LES CAYES,3,711-03,3ème Laborde,LABORDE,"(4:-73.83279365240497,18.26619908921674,-73.77083514962231,...)"
-72.886667,19.590278,19.590278,-72.886667,P,PPL,SAVANEFIGUIER,Savane Figuier,Savane Figuier,SAVANEFIGUIER,Savane Figuier,Savane Figuier,,Artibonite,Gros Morne,ANSE ROUGE,2,523-02,2ème Sources Chaudes,SOURCES CHAUDES,"(4:-72.9914492996453,19.50105390271563,-72.78288270896968,...)"
-72.886667,19.590278,19.590278,-72.886667,P,PPL,FIGUIER,Figuier,Figuier,FIGUIER,Figuier,Figuier,,Artibonite,Gros Morne,ANSE ROUGE,2,523-02,2ème Sources Chaudes,SOURCES CHAUDES,"(4:-72.9914492996453,19.50105390271563,-72.78288270896968,...)"
-72.516667,19.533333,19.533333,-72.516667,P,PPL,SAVANEFACHE,Savane Faché,Savane Fache,SAVANEFACHE,Savane Faché,Savane Fache,,Artibonite,Gonaïves,ENNERY,3,512-03,3ème Chemin Neuf,CHEMIN NEUF,"(4:-72.58484178891729,19.49919747718201,-72.47109542231573,...)"
-71.816667,18.833333,18.833333,-71.816667,P,PPL,REGADERE,Regadere,Regadere,REGADERE,Regadere,Regadere,,Centre,Lascahobas,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.766667,19.466667,19.466667,-71.766667,P,PPL,REFORME,Réforme,Reforme,REFORME,Réforme,Reforme,,Nord-Est,Ouanaminte,OUANAMINTHE,3,421-03,3ème Savane Longue,SAVANE LONGUE,"(4:-71.78069904372575,19.4400241163201,-71.70426756329726,...)"
-72.218056,19.761944,19.761944,-72.218056,P,PPL,PICA,Pica,Pica,PICA,Pica,Pica,,Nord,Cap Haïtien,CAP HAITIEN,1,311-01,1ère Bande du Nord,BANDE DU NORD,"(4:-72.25983685228874,19.74736641922505,-72.18898868687825,...)"
-72.939167,18.308889,18.308889,-72.939167,P,PPL,MORNEBELAIR,Morne Belair,Morne Belair,MORNEBELAIR,Morne Belair,Morne Belair,,Ouest,Léogâne,PETIT-GOAVE,8,122-08,8ème des Platons,DES PLATONS,"(4:-72.97856291134912,18.27691376495846,-72.88092854491629,...)"
-73.233333,18.9,18.9,-73.233333,P,PPL,MORNEBARROQUE,Morne Barroque,Morne Barroque,MORNEBARROQUE,Morne Barroque,Morne Barroque,,Ouest,La Gonave,POINTE A RAQUETTE,6,152-02,7ème Grand Vide,LA SOURCE,"(4:-73.30379594842412,18.83415715992516,-73.17540597760365,...)"
-73.1,19.816667,19.816667,-73.1,P,PPL,MORNEBAMBOU,Morne Bambou,Morne Bambou,MORNEBAMBOU,Morne Bambou,Morne Bambou,,Nord-Ouest,Môle Saint Nicolas,JEAN RABEL,2,934-02,2ème Guinaudée,GUINAUDEE,"(4:-73.16504709434776,19.73625758861698,-73.05912668934508,...)"
-74.033333,18.25,18.25,-74.033333,P,PPL,MORNEBACON,Morne Bacon,Morne Bacon,MORNEBACON,Morne Bacon,Morne Bacon,,Sud,Coteaux,COTEAUX,5,741-02,5ème Des Pas,DES PAS,"(4:-74.06546723242667,18.19707483243775,-74.01060605332657,...)"
-74.116667,18.316667,18.316667,-74.116667,P,PPL,MORNEAUBIN,Morne Aubin,Morne Aubin,MORNEAUBIN,Morne Aubin,Morne Aubin,,Sud,Chardonnières,CHARDONNIERES,2,751-02,2ème Déjoie,DEJOIE,"(4:-74.1476643950956,18.25124340316069,-74.08281341720527,18.406835313599)"
-72.283333,19.7,19.7,-72.283333,P,PPL,MORNEANGLAIS,Morne Anglais,Morne Anglais,MORNEANGLAIS,Morne Anglais,Morne Anglais,,Nord,Acul du Nord,PLAINE DU NORD,1,322-01,1ère Morne rouge,MORNE ROUGE,"(4:-72.32001548972289,19.69557176282677,-72.24506830525792,...)"
-72.7,18.366667,18.366667,-72.7,P,PPL,MORNEABRULER,Morne à Brûler,Morne a Bruler,MORNEABRULER,Morne à Brûler,Morne a Bruler,,Ouest,Léogâne,GRAND-GOAVE,7,123-07,7ème Gérard,GERARD,"(4:-72.76458142169508,18.35424483363232,-72.67925023321152,...)"
-73.9,18.133333,18.133333,-73.9,P,PPL,MORNE,Morne,Morne,MORNE,Morne,Morne,,Sud,Port-Salut,ARNIQUET,1,723-01,3ème Arniquet,ARNIQUET,"(4:-73.91016437218786,18.12034627985707,-73.8729064157983,...)"
-72.533333,19.8,19.8,-72.533333,P,PPL,MARGOT,Margot,Margot,MARGOT,Margot,Margot,,Nord,Borgne,BORGNE,1,351-01,1ère Margot,MARGOT,"(4:-72.59550087216735,19.77704288212345,-72.508422506893,19.85171792814003)"
-71.816667,19.416667,19.416667,-71.816667,P,PPL,CASIMIR,Casimir,Casimir,CASIMIR,Casimir,Casimir,,Nord-Est,Ouanaminte,MONT ORGANISE,2,423-02,2ème Bois Poux,BOIS POUX,"(4:-71.85970161573681,19.36822399244346,-71.78012658477394,...)"
